Name,Latitude,Longitude,Date,Prism_precipitation,date,Wunderground_precipitation_data
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-08,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-08,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-08,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-08,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-08,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-09,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-09,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-09,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-09,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-09,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-09,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-09,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-09,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-09,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-09,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-10,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-10,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-10,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-10,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-10,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-10,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-10,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-10,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-10,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-10,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-11,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-11,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-11,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-11,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-11,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-11,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-11,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-11,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-11,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-11,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-12,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-12,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-12,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-12,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-12,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-12,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-12,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-12,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-12,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-12,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-13,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-13,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-13,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-13,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-13,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-13,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-13,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-13,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-13,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-13,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-14,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-14,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-14,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-14,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-14,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-14,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-14,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-14,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-14,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-14,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-15,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-15,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-15,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-15,0.317599982023239,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-15,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-15,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-15,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-15,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-15,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-15,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-16,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-16,0.662699997425079,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-16,1.53719997406006,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-16,2.14680004119873,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-16,1.8092999458313,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-16,1.29530000686646,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-16,0.86379998922348,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-16,0.100400000810623,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-16,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-16,0.166400000452995,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-17,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-17,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-17,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-17,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-17,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-17,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-17,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-17,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-17,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-17,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-18,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-18,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-18,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-18,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-18,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-18,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-18,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-18,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-18,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-18,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-19,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-19,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-19,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-19,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-19,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-19,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-19,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-19,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-19,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-19,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-20,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-20,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-20,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-20,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-20,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-20,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-20,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-20,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-20,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-20,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-21,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-21,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-21,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-21,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-21,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-21,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-21,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-21,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-21,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-21,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-22,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-22,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-22,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-22,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-22,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-22,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-22,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-22,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-22,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-22,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-23,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-23,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-23,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-23,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-23,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-23,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-23,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-23,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-23,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-23,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-24,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-24,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-24,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-24,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-24,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-24,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-24,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-24,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-24,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-24,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-25,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-25,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-25,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-25,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-25,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-25,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-25,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-25,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-25,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-25,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-26,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-26,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-26,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-26,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-26,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-26,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-26,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-26,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-26,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-26,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-27,0.0,,
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-27,0.0,,
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-27,0.0,,
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-27,0.0,,
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-27,0.0,,
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-27,0.0,,
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-27,0.0,,
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-27,0.0,,
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-27,0.0,,
Empire - KAZVAIL66,31.91,-110.65,2024-05-27,0.0,,
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-28,0.0,2024-05-28,0.08
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-28,0.0,2024-05-28,0.08
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-28,0.0,2024-05-28,0.08
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-28,0.0,2024-05-28,0.08
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-28,0.0,2024-05-28,0.08
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-28,0.0,2024-05-28,0.08
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-28,0.0,2024-05-28,0.08
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-28,0.0,2024-05-28,0.08
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-28,0.0,2024-05-28,0.08
Empire - KAZVAIL66,31.91,-110.65,2024-05-28,0.0,2024-05-28,0.08
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-29,0.0,2024-05-29,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-29,0.0,2024-05-29,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-29,0.0,2024-05-29,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-29,0.0,2024-05-29,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-29,0.0,2024-05-29,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-29,0.0,2024-05-29,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-29,0.0,2024-05-29,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-29,0.0,2024-05-29,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-29,0.0,2024-05-29,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-05-29,0.0,2024-05-29,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-30,0.0,2024-05-30,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-30,0.0,2024-05-30,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-30,0.0,2024-05-30,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-30,0.0,2024-05-30,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-30,0.0,2024-05-30,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-30,0.0,2024-05-30,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-30,0.0,2024-05-30,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-30,0.0,2024-05-30,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-30,0.0,2024-05-30,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-05-30,0.0,2024-05-30,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-05-31,0.0,2024-05-31,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-05-31,0.0,2024-05-31,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-05-31,0.0,2024-05-31,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-05-31,0.0,2024-05-31,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-05-31,0.0,2024-05-31,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-05-31,0.0,2024-05-31,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-05-31,0.0,2024-05-31,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-05-31,0.0,2024-05-31,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-05-31,0.0,2024-05-31,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-05-31,0.0,2024-05-31,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-01,0.0,2024-06-01,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-01,0.0,2024-06-01,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-01,0.0,2024-06-01,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-01,0.0,2024-06-01,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-01,0.0,2024-06-01,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-01,0.0,2024-06-01,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-01,0.0,2024-06-01,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-01,0.0,2024-06-01,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-01,0.0,2024-06-01,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-01,0.0,2024-06-01,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-02,0.0,2024-06-02,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-02,0.0,2024-06-02,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-02,0.0,2024-06-02,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-02,0.0,2024-06-02,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-02,0.0,2024-06-02,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-02,0.0,2024-06-02,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-02,0.0,2024-06-02,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-02,0.0,2024-06-02,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-02,0.0,2024-06-02,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-02,0.0,2024-06-02,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-03,0.0,2024-06-03,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-03,0.0,2024-06-03,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-03,0.0,2024-06-03,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-03,0.0,2024-06-03,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-03,0.0,2024-06-03,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-03,0.0,2024-06-03,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-03,0.0,2024-06-03,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-03,0.0,2024-06-03,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-03,0.0,2024-06-03,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-03,0.0,2024-06-03,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-04,0.0,2024-06-04,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-04,0.0,2024-06-04,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-04,0.0,2024-06-04,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-04,0.0,2024-06-04,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-04,0.0,2024-06-04,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-04,0.0,2024-06-04,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-04,0.0,2024-06-04,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-04,0.0,2024-06-04,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-04,0.0,2024-06-04,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-04,0.0,2024-06-04,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-05,0.0,2024-06-05,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-05,0.0,2024-06-05,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-05,0.0,2024-06-05,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-05,0.0,2024-06-05,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-05,0.0,2024-06-05,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-05,0.0,2024-06-05,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-05,0.0,2024-06-05,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-05,0.0,2024-06-05,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-05,0.0,2024-06-05,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-05,0.0,2024-06-05,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-06,0.0,2024-06-06,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-06,0.0,2024-06-06,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-06,0.0,2024-06-06,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-06,0.0,2024-06-06,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-06,0.0,2024-06-06,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-06,0.0,2024-06-06,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-06,0.0,2024-06-06,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-06,0.0,2024-06-06,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-06,0.0,2024-06-06,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-06,0.0,2024-06-06,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-07,0.0,2024-06-07,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-07,0.0,2024-06-07,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-07,0.0,2024-06-07,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-07,0.0,2024-06-07,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-07,0.0,2024-06-07,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-07,0.0,2024-06-07,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-07,0.0,2024-06-07,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-07,0.0,2024-06-07,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-07,0.0,2024-06-07,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-07,0.0,2024-06-07,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-08,0.0,2024-06-08,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-08,0.0,2024-06-08,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-08,0.0,2024-06-08,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-08,0.0,2024-06-08,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-08,0.0,2024-06-08,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-08,0.0,2024-06-08,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-08,0.0,2024-06-08,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-08,0.0,2024-06-08,0.0
Munger Ranch - KAZSONOI59,31.77,-110.7,2024-06-08,0.0,2024-06-08,0.0
Empire - KAZVAIL66,31.91,-110.65,2024-06-08,0.0,2024-06-08,0.0
Hilton Ranch - KAZVAIL289,31.88,-110.66,2024-06-09,0.0,2024-06-09,0.0
Florida Station - KAZGREEN15,31.76,-110.85,2024-06-09,0.0,2024-06-09,0.0
Rancho Sahuarita - Via De Gala - KAZSAHUA40,31.99,-110.98,2024-06-09,0.0,2024-06-09,0.0
Magellan Scope Trail - KAZGREEN269,31.88,-111.01,2024-06-09,0.0,2024-06-09,0.0
Quintas - KAZSAHUA55,31.94,-110.99,2024-06-09,0.0,2024-06-09,0.0
Elephant Head - KAZAMADO2,31.74,-111.01,2024-06-09,0.0,2024-06-09,0.0
Arivaca Junction - KAZAMADO15,31.73,-111.07,2024-06-09,0.0,2024-06-09,0.0
SERP - KAZTUCSO2954,32.05,-110.8,2024-06-09,0.0,2024-06-09,0.0
