Name,Latitude,Longitude,Date,ppt_prism,Corrected_PRISM
NE,31.90731,-110.883,2024-07-13,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-14,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-14,0.0,0.0479
45,31.81804,-110.861,2024-07-14,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-14,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-14,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-14,0.0,0.0479
Amado,31.80618,-110.946,2024-07-14,0.0,0.0479
NE,31.90731,-110.883,2024-07-14,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-15,0.235055459955894,0.16768426239352358
Ruelas,31.82946,-110.807,2024-07-15,0.246210672088852,0.173368958496479
45,31.81804,-110.861,2024-07-15,0.211304152740309,0.15558059623646148
Huerfano Butte,31.85663,-110.823,2024-07-15,0.203696615082203,0.15170379504589065
Muhlenbergia,31.84393,-110.878,2024-07-15,0.187099102282429,0.14324570252312582
Rodent Station,31.8109,-110.884,2024-07-15,0.205924239142483,0.15283899226700937
Amado,31.80618,-110.946,2024-07-15,0.20242789798676,0.1510572568140529
NE,31.90731,-110.883,2024-07-15,0.131255675953087,0.11478789246569314
Florida Canyon Station,31.7612,-110.846,2024-07-16,0.308207375390253,0.20496247849887295
Ruelas,31.82946,-110.807,2024-07-16,0.119768999077854,0.1089342819300744
45,31.81804,-110.861,2024-07-16,0.103632052068691,0.10071089373420494
Huerfano Butte,31.85663,-110.823,2024-07-16,0.0475326888157807,0.07212265822052184
Muhlenbergia,31.84393,-110.878,2024-07-16,0.0555887581881364,0.07622803117267431
Rodent Station,31.8109,-110.884,2024-07-16,0.100816740258497,0.09927621083573007
Amado,31.80618,-110.946,2024-07-16,0.07519544239316,0.08621959744355434
NE,31.90731,-110.883,2024-07-16,0.0260141180157507,0.06115679454082656
Florida Canyon Station,31.7612,-110.846,2024-07-17,0.118439935413434,0.10825699108668597
Ruelas,31.82946,-110.807,2024-07-17,0.0683557253423353,0.08273407763445408
45,31.81804,-110.861,2024-07-17,0.0402406894528821,0.06840665534518872
Huerfano Butte,31.85663,-110.823,2024-07-17,0.0213324608537478,0.05877102205106988
Muhlenbergia,31.84393,-110.878,2024-07-17,0.016171282933236,0.05614088578277707
Rodent Station,31.8109,-110.884,2024-07-17,0.0353083819611341,0.06589315144739394
Amado,31.80618,-110.946,2024-07-17,0.0219672339407712,0.059094502416217
NE,31.90731,-110.883,2024-07-17,2.98964780389012e-05,0.047915235245208625
Florida Canyon Station,31.7612,-110.846,2024-07-18,0.03706123459184,0.06678640514800166
Ruelas,31.82946,-110.807,2024-07-18,0.0091027181718201,0.052538745180359524
45,31.81804,-110.861,2024-07-18,0.0263247619284764,0.061315098678751574
Huerfano Butte,31.85663,-110.823,2024-07-18,0.00328884706632,0.04957599646499667
Muhlenbergia,31.84393,-110.878,2024-07-18,0.0203014310034679,0.05824560923936724
Rodent Station,31.8109,-110.884,2024-07-18,0.0315475702030645,0.06397664177548167
Amado,31.80618,-110.946,2024-07-18,0.0339841959928214,0.06521834627794179
NE,31.90731,-110.883,2024-07-18,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-19,0.336397115213946,0.2193279699130269
Ruelas,31.82946,-110.807,2024-07-19,0.280038316549831,0.1906075261137939
45,31.81804,-110.861,2024-07-19,0.271889084689958,0.1864546775580026
Huerfano Butte,31.85663,-110.823,2024-07-19,0.323644751607649,0.21282936541925795
Muhlenbergia,31.84393,-110.878,2024-07-19,0.311698349399652,0.2067414788540627
Rodent Station,31.8109,-110.884,2024-07-19,0.258649975951769,0.17970802774502148
Amado,31.80618,-110.946,2024-07-19,0.250737799650571,0.175675982701931
NE,31.90731,-110.883,2024-07-19,0.359913701949411,0.23131202251341987
Florida Canyon Station,31.7612,-110.846,2024-07-20,0.0278810824037042,0.06210819959292766
Ruelas,31.82946,-110.807,2024-07-20,0.0588252146386622,0.07787732937986226
45,31.81804,-110.861,2024-07-20,0.0403964466601551,0.06848602921801504
Huerfano Butte,31.85663,-110.823,2024-07-20,0.0528113025282249,0.07481263976838341
Muhlenbergia,31.84393,-110.878,2024-07-20,0.0413610228865531,0.06897757726298746
Rodent Station,31.8109,-110.884,2024-07-20,0.0359355102700257,0.0662127360336051
Amado,31.80618,-110.946,2024-07-20,0.0359060596733574,0.06619772800954293
NE,31.90731,-110.883,2024-07-20,0.0293070016333716,0.06283484803236616
Florida Canyon Station,31.7612,-110.846,2024-07-21,0.340484099623771,0.22141069716827372
Ruelas,31.82946,-110.807,2024-07-21,0.416547135690717,0.2601724203479894
45,31.81804,-110.861,2024-07-21,0.294491780830513,0.19797301151122942
Huerfano Butte,31.85663,-110.823,2024-07-21,0.32052257212888,0.21123830275687727
Muhlenbergia,31.84393,-110.878,2024-07-21,0.255679438424708,0.17819424182123123
Rodent Station,31.8109,-110.884,2024-07-21,0.274773287026827,0.18792446706887106
Amado,31.80618,-110.946,2024-07-21,0.284798773039174,0.19303345474076308
NE,31.90731,-110.883,2024-07-21,0.19683929556752,0.14820930502120822
Florida Canyon Station,31.7612,-110.846,2024-07-22,0.581864316278703,0.3444180555756271
Ruelas,31.82946,-110.807,2024-07-22,0.353914585755569,0.228254872901038
45,31.81804,-110.861,2024-07-22,0.26897811208545,0.18497124591874534
Huerfano Butte,31.85663,-110.823,2024-07-22,0.260506832239716,0.1806542817093593
Muhlenbergia,31.84393,-110.878,2024-07-22,0.197905162469043,0.14875247079422432
Rodent Station,31.8109,-110.884,2024-07-22,0.252592724785154,0.17662125255051447
Amado,31.80618,-110.946,2024-07-22,0.217270393849289,0.1586209927055977
NE,31.90731,-110.883,2024-07-22,0.165849242077684,0.13241677376278777
Florida Canyon Station,31.7612,-110.846,2024-07-23,0.0286524884928362,0.06250130813594933
Ruelas,31.82946,-110.807,2024-07-23,0.0384161287924133,0.06747685923261382
45,31.81804,-110.861,2024-07-23,0.0469681792502694,0.07183498414593728
Huerfano Butte,31.85663,-110.823,2024-07-23,0.0425446983863429,0.06958077829768033
Muhlenbergia,31.84393,-110.878,2024-07-23,0.0546091024291185,0.07572879859787879
Rodent Station,31.8109,-110.884,2024-07-23,0.0484660853009349,0.07259831706935643
Amado,31.80618,-110.946,2024-07-23,0.0442605820269453,0.07045519260093133
NE,31.90731,-110.883,2024-07-23,0.0464865458074457,0.07158954374347433
Florida Canyon Station,31.7612,-110.846,2024-07-24,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-24,0.0,0.0479
45,31.81804,-110.861,2024-07-24,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-24,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-24,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-24,0.0,0.0479
Amado,31.80618,-110.946,2024-07-24,0.0,0.0479
NE,31.90731,-110.883,2024-07-24,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-07-25,2.20965848334975e-06,0.047901126041963116
Ruelas,31.82946,-110.807,2024-07-25,0.0236675279631984,0.0599609722500459
45,31.81804,-110.861,2024-07-25,0.0044704241768839,0.050178128160540035
Huerfano Butte,31.85663,-110.823,2024-07-25,0.0342900782139352,0.06537422385782138
Muhlenbergia,31.84393,-110.878,2024-07-25,0.0031236284884216,0.04949180107769965
Rodent Station,31.8109,-110.884,2024-07-25,0.0002778317661554,0.04804158306803279
Amado,31.80618,-110.946,2024-07-25,0.0,0.0479
NE,31.90731,-110.883,2024-07-25,0.0214401925666093,0.0588259221319441
Florida Canyon Station,31.7612,-110.846,2024-07-26,1.21604816687252,0.6675981458382363
Ruelas,31.82946,-110.807,2024-07-26,0.813832108161402,0.4626288423190505
45,31.81804,-110.861,2024-07-26,0.810087778561291,0.46072073195483393
Huerfano Butte,31.85663,-110.823,2024-07-26,0.740700213521859,0.4253608288107394
Muhlenbergia,31.84393,-110.878,2024-07-26,0.792948108140108,0.4519863559081991
Rodent Station,31.8109,-110.884,2024-07-26,0.812540395470117,0.46197058553157166
Amado,31.80618,-110.946,2024-07-26,0.794154112075596,0.45260093551372377
NE,31.90731,-110.883,2024-07-26,0.749671785822172,0.4299327420549789
Florida Canyon Station,31.7612,-110.846,2024-07-27,0.602528410205138,0.35494847784053835
Ruelas,31.82946,-110.807,2024-07-27,0.439127229284461,0.27167923604336136
45,31.81804,-110.861,2024-07-27,0.544559570371952,0.3254075570615468
Huerfano Butte,31.85663,-110.823,2024-07-27,0.46994755373965,0.28738527338572567
Muhlenbergia,31.84393,-110.878,2024-07-27,0.585661312137827,0.34635300466543667
Rodent Station,31.8109,-110.884,2024-07-27,0.569923571865082,0.3383330522224458
Amado,31.80618,-110.946,2024-07-27,0.623912824477472,0.36584597535371977
NE,31.90731,-110.883,2024-07-27,0.520269228210627,0.31302919869613555
Florida Canyon Station,31.7612,-110.846,2024-07-28,0.0462077539938227,0.07144747143525204
Ruelas,31.82946,-110.807,2024-07-28,0.0060868363719003,0.05100185181512039
45,31.81804,-110.861,2024-07-28,0.020381551928157,0.05828643886258881
Huerfano Butte,31.85663,-110.823,2024-07-28,0.0017232749146016,0.04877818089648098
Muhlenbergia,31.84393,-110.878,2024-07-28,0.0119831715731807,0.05400662423369288
Rodent Station,31.8109,-110.884,2024-07-28,0.024134276518265,0.06019882731370784
Amado,31.80618,-110.946,2024-07-28,0.0220973697581931,0.0591608196287752
NE,31.90731,-110.883,2024-07-28,3.73440762439294e-06,0.04790190305412539
Florida Canyon Station,31.7612,-110.846,2024-07-29,0.183932409155592,0.1416319557056897
Ruelas,31.82946,-110.807,2024-07-29,0.110906113117855,0.10441775524485891
45,31.81804,-110.861,2024-07-29,0.0968543846880816,0.09725699443704638
Huerfano Butte,31.85663,-110.823,2024-07-29,0.0917460668714278,0.09465379567767962
Muhlenbergia,31.84393,-110.878,2024-07-29,0.0881392819109511,0.09281577806182069
Rodent Station,31.8109,-110.884,2024-07-29,0.092891835281883,0.09523767925964757
Amado,31.80618,-110.946,2024-07-29,0.0918614815878332,0.0947126110171598
NE,31.90731,-110.883,2024-07-29,0.0910651268886583,0.09430678866246027
Florida Canyon Station,31.7612,-110.846,2024-07-30,0.148088016862157,0.12336565339295522
Ruelas,31.82946,-110.807,2024-07-30,0.0513929347574414,0.07408983955239214
45,31.81804,-110.861,2024-07-30,0.0752070641788235,0.08622551990552846
Huerfano Butte,31.85663,-110.823,2024-07-30,0.0178059730910698,0.05697392388720917
Muhlenbergia,31.84393,-110.878,2024-07-30,0.0467150367292016,0.07170598271720113
Rodent Station,31.8109,-110.884,2024-07-30,0.0815246289155404,0.08944495089535939
Amado,31.80618,-110.946,2024-07-30,0.0733065895599818,0.08525703803976672
NE,31.90731,-110.883,2024-07-30,0.0004184243947975,0.048113229071588805
Florida Canyon Station,31.7612,-110.846,2024-07-31,0.0,0.0479
Ruelas,31.82946,-110.807,2024-07-31,0.0,0.0479
45,31.81804,-110.861,2024-07-31,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-07-31,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-07-31,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-07-31,0.0,0.0479
Amado,31.80618,-110.946,2024-07-31,0.0,0.0479
NE,31.90731,-110.883,2024-07-31,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-01,0.101660160022762,0.09970601754759952
Ruelas,31.82946,-110.807,2024-08-01,0.140548588760138,0.11952356083216634
45,31.81804,-110.861,2024-08-01,0.139647436832695,0.11906433380994139
Huerfano Butte,31.85663,-110.823,2024-08-01,0.164943614670317,0.13195526603599356
Muhlenbergia,31.84393,-110.878,2024-08-01,0.158093858716587,0.12846463040197273
Rodent Station,31.8109,-110.884,2024-08-01,0.135692057296527,0.11704867239831017
Amado,31.80618,-110.946,2024-08-01,0.155080041041523,0.12692878891476012
NE,31.90731,-110.883,2024-08-01,0.172794263878192,0.13595595687232664
Florida Canyon Station,31.7612,-110.846,2024-08-02,0.112376977246588,0.10516730760486126
Ruelas,31.82946,-110.807,2024-08-02,0.0084235862156984,0.0521926595355199
45,31.81804,-110.861,2024-08-02,0.0150172729646864,0.05555280230280419
Huerfano Butte,31.85663,-110.823,2024-08-02,0.0007674629117747,0.04829109909984038
Muhlenbergia,31.84393,-110.878,2024-08-02,0.000192443766833,0.047998069343578094
Rodent Station,31.8109,-110.884,2024-08-02,0.0180141244865584,0.05707999783835016
Amado,31.80618,-110.946,2024-08-02,0.0122159105690047,0.0541252280259648
NE,31.90731,-110.883,2024-08-02,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-03,0.0012421836724786,0.04853301679949509
Ruelas,31.82946,-110.807,2024-08-03,0.0082060503360615,0.05208180325125694
45,31.81804,-110.861,2024-08-03,0.0160710619546218,0.056089813172075266
Huerfano Butte,31.85663,-110.823,2024-08-03,0.0159280630113571,0.05601694091058758
Muhlenbergia,31.84393,-110.878,2024-08-03,0.0268103362703828,0.06156254736338707
Rodent Station,31.8109,-110.884,2024-08-03,0.016141059032178,0.056125483682797905
Amado,31.80618,-110.946,2024-08-03,0.0072612662496519,0.05160034128082261
NE,31.90731,-110.883,2024-08-03,0.025722651382273,0.06100826314440632
Florida Canyon Station,31.7612,-110.846,2024-08-04,0.074174552787182,0.08569935210034796
Ruelas,31.82946,-110.807,2024-08-04,0.14072603522137,0.11961398754881016
45,31.81804,-110.861,2024-08-04,0.120354203837245,0.10923250227546005
Huerfano Butte,31.85663,-110.823,2024-08-04,0.181280610074004,0.14028059889371244
Muhlenbergia,31.84393,-110.878,2024-08-04,0.13313112011515,0.11574361881068045
Rodent Station,31.8109,-110.884,2024-08-04,0.11069024063856,0.10430774662941018
Amado,31.80618,-110.946,2024-08-04,0.0898674699623604,0.09369646269281887
NE,31.90731,-110.883,2024-08-04,0.14375335161877,0.1211567079849252
Florida Canyon Station,31.7612,-110.846,2024-08-05,0.0485783484901239,0.07265552639056713
Ruelas,31.82946,-110.807,2024-08-05,0.0817809862020814,0.08957559056858068
45,31.81804,-110.861,2024-08-05,0.0579788552801108,0.07744602465074446
Huerfano Butte,31.85663,-110.823,2024-08-05,0.0563767027303724,0.07662956771139778
Muhlenbergia,31.84393,-110.878,2024-08-05,0.0464940822623615,0.07159338432089943
Rodent Station,31.8109,-110.884,2024-08-05,0.0540363264568301,0.07543691196240063
Amado,31.80618,-110.946,2024-08-05,0.0467938569004804,0.0717461494764848
NE,31.90731,-110.883,2024-08-05,0.0093771047941541,0.05267857260310093
Florida Canyon Station,31.7612,-110.846,2024-08-06,0.234274993966715,0.167286536925438
Ruelas,31.82946,-110.807,2024-08-06,0.242750119260667,0.17160546077523592
45,31.81804,-110.861,2024-08-06,0.185223816963975,0.14229005712484166
Huerfano Butte,31.85663,-110.823,2024-08-06,0.214651442540752,0.15728637511876722
Muhlenbergia,31.84393,-110.878,2024-08-06,0.160894035290428,0.1298916003840021
Rodent Station,31.8109,-110.884,2024-08-06,0.171129829976346,0.13510776135594593
Amado,31.80618,-110.946,2024-08-06,0.139855284721844,0.11917025309425171
NE,31.90731,-110.883,2024-08-06,0.118469677041458,0.10827214742032701
Florida Canyon Station,31.7612,-110.846,2024-08-07,0.168452979980088,0.13374363859785288
Ruelas,31.82946,-110.807,2024-08-07,0.162170302178131,0.13054198598997557
45,31.81804,-110.861,2024-08-07,0.185934088814629,0.14265201165993496
Huerfano Butte,31.85663,-110.823,2024-08-07,0.199813264314172,0.14972483949450205
Muhlenbergia,31.84393,-110.878,2024-08-07,0.209195779299497,0.1545061691310237
Rodent Station,31.8109,-110.884,2024-08-07,0.195091191162031,0.14731847101617102
Amado,31.80618,-110.946,2024-08-07,0.220126967196241,0.16007670248320444
NE,31.90731,-110.883,2024-08-07,0.214932329253334,0.15742951498749902
Florida Canyon Station,31.7612,-110.846,2024-08-08,0.0859491698112086,0.09169969693579191
Ruelas,31.82946,-110.807,2024-08-08,0.0717916495105993,0.0844850245906014
45,31.81804,-110.861,2024-08-08,0.0584167949836087,0.077669198723647
Huerfano Butte,31.85663,-110.823,2024-08-08,0.037136202626919,0.06682460885867793
Muhlenbergia,31.84393,-110.878,2024-08-08,0.0432845413112888,0.06995780225223278
Rodent Station,31.8109,-110.884,2024-08-08,0.0570470645327862,0.07697118408590785
Amado,31.80618,-110.946,2024-08-08,0.0509457865936009,0.07386197284809902
NE,31.90731,-110.883,2024-08-08,0.0047806813344726,0.05033623520804723
Florida Canyon Station,31.7612,-110.846,2024-08-09,0.6488054443839,0.3785312544580355
Ruelas,31.82946,-110.807,2024-08-09,0.522453662642248,0.3141423864824896
45,31.81804,-110.861,2024-08-09,0.451472938411258,0.2779706094143771
Huerfano Butte,31.85663,-110.823,2024-08-09,0.45879056544673,0.28169967215165365
Muhlenbergia,31.84393,-110.878,2024-08-09,0.399113864704009,0.251288425453163
Rodent Station,31.8109,-110.884,2024-08-09,0.410357657342737,0.2570182621818588
Amado,31.80618,-110.946,2024-08-09,0.312932256732122,0.2073702780306894
NE,31.90731,-110.883,2024-08-09,0.340156277667311,0.2212436390992617
Florida Canyon Station,31.7612,-110.846,2024-08-10,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-10,0.0,0.0479
45,31.81804,-110.861,2024-08-10,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-10,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-10,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-10,0.0,0.0479
Amado,31.80618,-110.946,2024-08-10,0.0,0.0479
NE,31.90731,-110.883,2024-08-10,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-11,0.0751068773931094,0.08617446471952855
Ruelas,31.82946,-110.807,2024-08-11,0.0820442880637514,0.08970976919728771
45,31.81804,-110.861,2024-08-11,0.0991877254960867,0.09844606491280579
Huerfano Butte,31.85663,-110.823,2024-08-11,0.0831013224557266,0.09024843392343829
Muhlenbergia,31.84393,-110.878,2024-08-11,0.0992152916005286,0.09846011259962938
Rodent Station,31.8109,-110.884,2024-08-11,0.104586844821579,0.10119745612107667
Amado,31.80618,-110.946,2024-08-11,0.109543171345089,0.10372320011745736
NE,31.90731,-110.883,2024-08-11,0.0717898832558979,0.08448412450720558
Florida Canyon Station,31.7612,-110.846,2024-08-12,0.0002764966760618,0.04804090270612109
Ruelas,31.82946,-110.807,2024-08-12,0.0010612418805911,0.04844080886234922
45,31.81804,-110.861,2024-08-12,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-12,0.0001842388588214,0.047993888122455385
Muhlenbergia,31.84393,-110.878,2024-08-12,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-12,0.0,0.0479
Amado,31.80618,-110.946,2024-08-12,0.0,0.0479
NE,31.90731,-110.883,2024-08-12,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-13,0.0438967112326952,0.07026976404418148
Ruelas,31.82946,-110.807,2024-08-13,0.0497539321634263,0.07325460383048205
45,31.81804,-110.861,2024-08-13,0.0596524165685669,0.07829887148334169
Huerfano Butte,31.85663,-110.823,2024-08-13,0.0529899004926596,0.07490365329105933
Muhlenbergia,31.84393,-110.878,2024-08-13,0.058534567410999,0.07772921555264509
Rodent Station,31.8109,-110.884,2024-08-13,0.0634568371105466,0.08023760419153456
Amado,31.80618,-110.946,2024-08-13,0.0914953796608109,0.09452604547514923
NE,31.90731,-110.883,2024-08-13,0.0406671484799466,0.06862397886538078
Florida Canyon Station,31.7612,-110.846,2024-08-14,0.0072489274586541,0.05159405343293013
Ruelas,31.82946,-110.807,2024-08-14,0.0001831703395633,0.047993343605041455
45,31.81804,-110.861,2024-08-14,2.42766107654382e-06,0.04790123713608461
Huerfano Butte,31.85663,-110.823,2024-08-14,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-14,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-14,0.0,0.0479
Amado,31.80618,-110.946,2024-08-14,0.0,0.0479
NE,31.90731,-110.883,2024-08-14,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-15,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-15,0.0,0.0479
45,31.81804,-110.861,2024-08-15,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-15,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-15,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-15,0.0,0.0479
Amado,31.80618,-110.946,2024-08-15,0.0,0.0479
NE,31.90731,-110.883,2024-08-15,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-16,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-16,0.0,0.0479
45,31.81804,-110.861,2024-08-16,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-16,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-16,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-16,0.0,0.0479
Amado,31.80618,-110.946,2024-08-16,0.0,0.0479
NE,31.90731,-110.883,2024-08-16,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-17,0.283751146620414,0.19249958431776298
Ruelas,31.82946,-110.807,2024-08-17,0.273348908464346,0.18719860375343073
45,31.81804,-110.861,2024-08-17,0.181062796078724,0.14016960088171776
Huerfano Butte,31.85663,-110.823,2024-08-17,0.211370295238693,0.15561430245363794
Muhlenbergia,31.84393,-110.878,2024-08-17,0.142257269652572,0.1203943046149507
Rodent Station,31.8109,-110.884,2024-08-17,0.154585411156769,0.12667672552548948
Amado,31.80618,-110.946,2024-08-17,0.101646805483379,0.09969921207432994
NE,31.90731,-110.883,2024-08-17,0.0689461482252617,0.08303495713559336
Florida Canyon Station,31.7612,-110.846,2024-08-18,0.109867382848223,0.10388841829945444
Ruelas,31.82946,-110.807,2024-08-18,0.179927448230276,0.13959102761814868
45,31.81804,-110.861,2024-08-18,0.165316915988497,0.1321455003877381
Huerfano Butte,31.85663,-110.823,2024-08-18,0.244065423983876,0.1722757400621832
Muhlenbergia,31.84393,-110.878,2024-08-18,0.183620290356623,0.1414728999657351
Rodent Station,31.8109,-110.884,2024-08-18,0.158197703154871,0.12851754952772226
Amado,31.80618,-110.946,2024-08-18,0.15463764170347,0.12670334221208832
NE,31.90731,-110.883,2024-08-18,0.246227426448753,0.17337749651828455
Florida Canyon Station,31.7612,-110.846,2024-08-19,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-19,0.0,0.0479
45,31.81804,-110.861,2024-08-19,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-19,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-19,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-19,0.0,0.0479
Amado,31.80618,-110.946,2024-08-19,0.0,0.0479
NE,31.90731,-110.883,2024-08-19,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-20,0.133339287102796,0.11584970070758484
Ruelas,31.82946,-110.807,2024-08-20,0.151428581987055,0.12506800538060325
45,31.81804,-110.861,2024-08-20,0.0995225175679384,0.09861667495262141
Huerfano Butte,31.85663,-110.823,2024-08-20,0.121375754341727,0.10975308441254408
Muhlenbergia,31.84393,-110.878,2024-08-20,0.0719929488830794,0.08458760675081727
Rodent Station,31.8109,-110.884,2024-08-20,0.0897002633218088,0.09361125418879376
Amado,31.80618,-110.946,2024-08-20,0.0693952735368338,0.0832638313943705
NE,31.90731,-110.883,2024-08-20,0.0312590541150319,0.06382961397702025
Florida Canyon Station,31.7612,-110.846,2024-08-21,0.122000492015192,0.11007145073094185
Ruelas,31.82946,-110.807,2024-08-21,0.0547272629471814,0.07578901319788364
45,31.81804,-110.861,2024-08-21,0.0596835477741842,0.07831473594572427
Huerfano Butte,31.85663,-110.823,2024-08-21,0.0292538788875738,0.06280777668110761
Muhlenbergia,31.84393,-110.878,2024-08-21,0.0254904410877299,0.06088992877830716
Rodent Station,31.8109,-110.884,2024-08-21,0.0714253912679437,0.08429837939014412
Amado,31.80618,-110.946,2024-08-21,0.0723930264875318,0.08479148629804621
NE,31.90731,-110.883,2024-08-21,0.001972354256531,0.048905111729128196
Florida Canyon Station,31.7612,-110.846,2024-08-22,0.158833902553101,0.1288417567410603
Ruelas,31.82946,-110.807,2024-08-22,0.170657684571435,0.13486715605760327
45,31.81804,-110.861,2024-08-22,0.23301680071441,0.16664536164406335
Huerfano Butte,31.85663,-110.823,2024-08-22,0.185488502756193,0.14242494100455594
Muhlenbergia,31.84393,-110.878,2024-08-22,0.280754021037713,0.19097224912081856
Rodent Station,31.8109,-110.884,2024-08-22,0.248227787505953,0.17439688051303368
Amado,31.80618,-110.946,2024-08-22,0.278164032205666,0.1896523908120074
NE,31.90731,-110.883,2024-08-22,0.290598763171849,0.19598912971237428
Florida Canyon Station,31.7612,-110.846,2024-08-23,0.157166288685842,0.12799194071430509
Ruelas,31.82946,-110.807,2024-08-23,0.170987553045054,0.13503525703175953
45,31.81804,-110.861,2024-08-23,0.233772763400927,0.16703060022911242
Huerfano Butte,31.85663,-110.823,2024-08-23,0.181871779404327,0.14058185878444504
Muhlenbergia,31.84393,-110.878,2024-08-23,0.258922503327138,0.17984690769550954
Rodent Station,31.8109,-110.884,2024-08-23,0.257566416930244,0.17915584606765236
Amado,31.80618,-110.946,2024-08-23,0.350864641640185,0.2267006213798383
NE,31.90731,-110.883,2024-08-23,0.21692418726329,0.1584445658293726
Florida Canyon Station,31.7612,-110.846,2024-08-24,0.0350694961134454,0.06577141521941177
Ruelas,31.82946,-110.807,2024-08-24,0.0572989831059981,0.07709956179081663
45,31.81804,-110.861,2024-08-24,0.0596064774857584,0.07827546092674248
Huerfano Butte,31.85663,-110.823,2024-08-24,0.0629137719791876,0.07996085820059401
Muhlenbergia,31.84393,-110.878,2024-08-24,0.0834044842173871,0.09040292515718046
Rodent Station,31.8109,-110.884,2024-08-24,0.0569755323050584,0.07693473126265776
Amado,31.80618,-110.946,2024-08-24,0.040675672305847,0.06862832260705963
NE,31.90731,-110.883,2024-08-24,0.114216691135648,0.10610482580272623
Florida Canyon Station,31.7612,-110.846,2024-08-25,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-25,0.0,0.0479
45,31.81804,-110.861,2024-08-25,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-25,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-25,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-25,0.0,0.0479
Amado,31.80618,-110.946,2024-08-25,0.0,0.0479
NE,31.90731,-110.883,2024-08-25,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-26,0.0,0.0479
Ruelas,31.82946,-110.807,2024-08-26,0.0,0.0479
45,31.81804,-110.861,2024-08-26,0.0,0.0479
Huerfano Butte,31.85663,-110.823,2024-08-26,0.0,0.0479
Muhlenbergia,31.84393,-110.878,2024-08-26,0.0,0.0479
Rodent Station,31.8109,-110.884,2024-08-26,0.0,0.0479
Amado,31.80618,-110.946,2024-08-26,0.0,0.0479
NE,31.90731,-110.883,2024-08-26,0.0,0.0479
Florida Canyon Station,31.7612,-110.846,2024-08-27,0.0565893984897443,0.0767379574703737
Ruelas,31.82946,-110.807,2024-08-27,0.0082026319998494,0.05208006126712325
45,31.81804,-110.861,2024-08-27,0.0147395863641917,0.05541129321119209
Huerfano Butte,31.85663,-110.823,2024-08-27,0.0030722574334034,0.04946562238806237
Muhlenbergia,31.84393,-110.878,2024-08-27,0.0104402048764843,0.053220328405056395
Rodent Station,31.8109,-110.884,2024-08-27,0.0136581736721477,0.05486020530332647
Amado,31.80618,-110.946,2024-08-27,0.00197832849047,0.04890815619874351
NE,31.90731,-110.883,2024-08-27,0.0016649021376557,0.048748434129349344
